yom_07508_01340339424	Ọ̀jọ̀gbọ́n sàlàyé lórí rògbòdìyàn tó bẹ́ sílẹ̀ ní ìlú ọba ní àná òde yìí.
yom_03034_00113683944	Tí ọwọ́ rẹ́ bá kàn mí, mo ma yí omi yìí dà sí ẹ lórí.
yom_07508_01906115820	Ohun gidi kọ́ ni k’éyàn bá ogun lọ.
yom_02121_01728330279	A gbọ́ pé wọ́n ti jí ẹní egbére lọ.
yom_04310_00491607396	Nígbà tí ènìyàn tó burú báyìí bá ń ronú kó jáwọ́ nínú ìwà ìbàjẹ́, mélòómélòó ìwọ.
yom_03397_01135790070	Àwọn aṣọ híhun náà rẹwà púpọ̀.
yom_02484_00977886050	Wàhálà rẹ pòjù, Àdùnní. Kí lo fẹ́ kí n ṣe fún ẹ?
yom_01208_00578093947	A tiẹ̀ ríi gbọ́ pé ilé alájà mẹ́ta ni bàbá yíì kọ́ sí ìlú rẹ̀.
yom_01523_00008321762	Òyìnbó bí ọ̀pẹ́ẹ̀rẹ́ ni ó máa ń sọ ní tirẹ̀.
yom_07508_01126822000	Bákan náà ẹwẹ̀, àkíyesí tùn wà pé, àwọn okùnrin ni ó pò jù nídìí iṣẹ́ orin.
yom_01523_01498522701	Túndé jẹ mí ní ẹgbẹ̀rún mẹ́wàá náírà.
yom_07508_01974100140	Wọ́n ti fi Akínsọ̀yínù sínú túbú.
yom_07049_01406295206	Ibo ni kí n fi fìlà yìí sí?
yom_03397_01615082850	Etí ń rìn mí ṣá.
yom_08421_00430751064	Ọmọ ọkùnrin yẹn da èkan náà sí.
yom_07508_01795437934	Nínú yàrá náà, ènìyàn márùn-ún ló ń sùn síbẹ̀. Ọ̀rẹ́ làwọn máràrùn.
yom_08784_00089607710	Kí Ajíjọlá wọlé kí á jọ ṣeré.
yom_07508_02095438771	Mo máa ń lérò pé Bélò ní ọpọlọ ni o, àṣé orí rẹ̀ ò pé rárá.
yom_07049_01211642354	Orin dàdàkùádà máa ń ní ìlù lílù, ijó jíjó, ẹfẹ̀ ṣís̀e, àti oríkì.
yom_09334_01820594769	Wọ́n dáná sí ẹ̀gbẹ́ igbó.
yom_08421_02028440715	Èmi náà fẹ́ ní ọ̀rẹ́bìrin nílé.
yom_02484_01591805308	Gbogbo aṣọ kọ́ la ń sá lóòrùn.
yom_00295_01894974080	Onílẹ̀ gogoro ni wọ́n ń pe ọkùnrin yẹn.
yom_04310_00623693494	Gbogbo abọ́ ló ti dọ̀tí.
yom_07505_00572150945	Mo ò tíì ri irú erin tó tóbi báyìí rí.
yom_02121_00028996665	Ẹni tó ti kú ò ní ìrèti mọ́.
yom_00610_01356498746	Ìkọ̀tún ni ibi tí àwọn ayálégbé wa tẹ́lẹ̀ ń gbé báyìí.
yom_07505_00450757097	A rí kínǹiún ní ibi tí a ti lọ wo àwọn ẹranko.
yom_02121_01262704472	Òkè gíga pọ̀ ní àdúgbò yín.
yom_07505_01936711064	Yá mi ní gègé ìkọ̀wé rẹ.
yom_02121_00674722638	Adésuà mọ bí yóò ṣe bá wa mú orí rẹ̀ wá’lẹ̀.
yom_09334_00430138346	Tí mo bá pè ẹ́, máa dá mi lóhùn.
yom_00295_01230133341	Àwọn ẹgbẹ́ agbábọ́ọ̀lù Nìjíríà ní àfojúsùn láti gba ife ẹ̀yẹ ti ilẹ̀ aláwọ̀ dúdú tó ń lọ lọ́wọ́.
yom_02484_01954084679	Bọ̀dá táyé ti lọ sí Mecca ní ọdún tó kọjá.
yom_08421_01751112489	Gbogbo aṣọ kọ́ là ń sá lóòrùn.
yom_07508_02066394496	Alágbára òde ni bàbá náà.
yom_00295_00180834323	Kì ń ṣe gbogbo nǹkan lèyàn ń dá sí.
yom_02121_00290465209	Mo fẹ́ mu gaàrí àti ẹ̀pà.
yom_02436_01988144562	Mo fẹ́ ra ọtí fún Ìya Sùlíyá.
yom_08421_01200800536	Adébánjọ fẹ́ran ẹja tútù láti jẹ.
yom_06136_00003960212	Ó ní èyí tóun mú lọ́wọ́ yìí ńkọ́, ṣé k’óun fi sílẹ̀ ni?
yom_02436_01585584486	Ọmọ náà fẹ́ràn láti ma wò mí.
yom_01523_02109343690	Bàbá àgbà ti lé ní ọgọ́rùn-ún ọdún.
yom_09334_01384291349	Tẹ̀là ló jẹ́ kí gbogbo ọ̀rọ̀ yí lọ di òkòtó báyìí.
yom_03397_00672719018	Ìsọkúsọ ni Àdèlé ma ń sọ ní gbogbo ìgbà.
yom_06136_01319047427	Kìí ṣe dúndùn inú ẹnikẹ́ni kí ọmọ rẹ́ kú.
yom_01523_00690218507	Òkun kìí gùn jù ká má mọ ibi tó ti gùn wá.
yom_02436_01154895931	Àtòrì ńlá ni wọ́n fi nàá.
yom_00610_00581746407	Ta ló gbé ẹ̀fọ́ tí mo gbé wọlé.
yom_04310_01458918306	Ẹgbọ́n rẹ̀ ni ó rẹ̀ẹ́ lẹ́kún.
yom_02121_00083063400	Ọmọ ìya ológì lókè Mẹ̀sàán ni mí.
yom_07508_01283773434	Òtútù ń mú ọmọ tí ń sọ ìkan fún mi yí, níṣe ló ká jọ bí i adìẹ tí òjo pa.
yom_07508_01933655369	Àwọn wo ló ń pariwo láàárọ̀ kùtùkùtù báyìí.
yom_07505_01456994714	Láfihàn ló gba àmì ẹ̀yẹ Ọba.
yom_02436_00703168072	Àjásin kò rántí gbé ẹ̀rọ amóhùnmáwòrán fún ẹni tó ń tun-un ṣe.
yom_04310_00273816675	Ìya oní gaàrí ti ń bọ̀.
yom_04310_01848067936	Ọbá ti wàjà nílú Àkúrẹ́.
yom_00610_01911961373	Ta ló gbé omi tí mo pọn?
yom_09334_00633050115	Gbẹ́nu sọ́un, oní’bèérè ìsọlẹ́nu.
yom_01208_00586805366	Ìsọkúsọ àwọn mìíràn pọ̀ jù.
yom_02484_00456320159	Oúnjẹ náà ti rà.
yom_04310_00235468565	O fẹ́ bá ọmọ yẹn sùn àbí bẹ́ẹ̀ kọ́ ni?
yom_07049_01580320228	Bíyi ti padà sí Èbúté Mẹ́ta.
yom_07505_01482096004	Àgbélébú mi ni mo gbé rù lọ́wọ́lọ́wọ́.
yom_02121_00356564615	Oko àlùbọ́sà ni mo rà.
yom_07508_00616314586	Tírélà náà ti dànù sí òpópónà Àpápá.
yom_02484_01687850033	Adétọ́lá wà ní ilé ìwé gíga.
yom_00295_01566713030	Àwọn ará ọjà ti kó aṣọ lọ.
yom_07049_00985777771	Ìdí ni wípé èdè pọ̀ láwùjọ jáńtìrẹrẹ.
yom_07508_01062218695	Ǹjẹ́ ó ṣeéṣe kí Àrólé pa ọ̀rẹ́ rè?
yom_02484_01286683001	Dáníẹ̀lì wọ bàtàa dùbúlẹ̀.
yom_02436_01094241710	Mo fẹ́ lọ gbafẹ́ l’ágbo fújì.
yom_04310_00039804096	Ẹranko burúkú kan ló pa àwọn ẹran náà jẹ.
yom_01208_01175241306	Ìjẹ̀bú ni bàbá ọmọ náà ti máa ń wá.
yom_08784_00687048590	Ṣé ki n gbé oúnjẹ rẹ lọ fún-un?
yom_03034_01651774540	Ọ̀rẹ́ mi Adisa fẹ́ràn eẹ̀yan púpọ̀.
yom_02484_01756094488	Ó ti wá hàn gbangba gbàǹgbà pé ọ̀pọ̀ ohun tí à ń ṣe ni àwon ara ìlú fẹ́.
yom_02436_00502570507	Bàtà náà rẹwà l’ẹ́sẹ̀ rẹ̀.
yom_02436_01439348281	Àwọn ọsàn náà ti pọ́n.
yom_01523_02104085397	Ní ìgbà kan rí kò tilẹ̀ ní lítíréṣọ̀ àpinlẹ̀kọ rárá débi pé wọ́n á ní ìwé ìtàn àrósọ.
yom_08421_00588643783	Ibo ni fàájì wà lálẹ́ òní?
yom_07505_00409167380	Àwọn Ọḷ́opàá ya wo àdúgbò tí ìjà ti bẹ́ sí’lẹ̀.
yom_08421_02139408884	Ganíyá fẹ́ràn kí ó ma tọ́’jà kiri.
yom_07049_01784945750	Lọ fi aṣọ bo omi mímu yẹn.
yom_01208_02125664889	Omi yẹn ti tùtù ju fún mi.
yom_02484_01784056295	Ilé wa ò ní dàrú, ọ̀nà wa ò ní bàjẹ́.
yom_02436_00735769236	Èyàn mẹ́fà ló ń jẹ́ Máíkẹ̀lì ní kílàsì wa.
yom_04310_01019575995	Ìró wà ní orí ilẹ̀kùn.
yom_02121_00595505462	Mi ò ní tó iye owó yìí.
yom_01208_00896307834	Ó gbọ́ràn sí mi lẹ́nu.
yom_01208_01893355283	Afọpẹ́fólúwa ní ìdodo ńlá.
yom_09334_00416375472	Ọdún Ifá jẹ́ ọdún kan pàtàkì tí a fi ń dúpẹ́ lọ́wọ́ Olódùmarè.
yom_01208_01349848651	Túndé ní’fẹ sí àti máa fi ẹ̀wà jẹ ọ̀gọ̀dẹ̀.
yom_08421_00298781439	Ó gbe ọmọ rẹ̀ wá kí mi ní’lé.
yom_01208_01417905598	Akànlé ni bàba Àìná ń ṣe bí iṣẹ́.
yom_03034_01606444575	Kí ọmọ olówó má ro ọmọ tálákà pin.
yom_08421_01276848509	Àrá ló ya ògiri yí lulẹ̀.
yom_08784_01716814128	Wọ́n ni ilè àwọn Jẹ̀mílá l’àwọ́n wà.
yom_08784_01732153693	Wá rí mi, mo ní ǹkan tí mo fẹ́ fún ẹ.
yom_07508_01661444061	Òṣìṣẹ́ ilé-iṣẹ́ amúnáwá náà gan mọ́ orí òpó.
yom_02121_00766885645	Aṣọ funfun àti fìlà olómi aró ni wọ́n pè.
yom_04310_01044698400	Ìgà ni wọ́n ń pe Àfin ní Èkó.
yom_02121_00660612475	Mo gbádùn eré náà dáadáa láti ìjẹta.
yom_04310_00239113163	Ìdìbò tí ń bọ̀ lọ́nà ló fa gbogbo gbómi si omi ò tóo.
yom_01208_01702841608	Mo fẹ́ ra oògùn.
yom_08421_00942326564	Ọ̀nà ibo ni mo lè gbà dé Sáfẹ́jọ́?
yom_04310_00730116824	Àlùfáà tuntun tí a gbé wá ni ó ni aṣọ náà.
yom_07049_01716546573	Ifálékè ti j’Ọba o.
yom_01208_01598155255	Ọjọ́ àbámẹ́ta nìkan ni mo máa ma lọ sí ibiiṣẹ́.
yom_03034_02143956112	Ẹ ṣùpọ̀ sójú kan.
yom_00295_00597850178	Ọ̀pọ̀lọpọ̀ ọkọ̀ bọ̀gìnì bọ̀gìnì ni mo rí lóju ́pópó nígbà ìrìn àjò náà.
yom_07508_00237062454	Òru ni àwọn àjẹ́ máa ń ṣe ìpàdé.
yom_07505_01459476689	Ìyàwó kékeré tí arákùnrin òhún fẹ́ ló ba gbogbo nǹkan jẹ́.
yom_03034_00497993947	Wọ́n ní ká dá owó fún ọmọ tí ó rẹ̀.
yom_02484_01517239911	Ọkọ́ àti àdá jẹ́ ohun èlò gbòógì fún àwọn àgbẹ̀.
yom_01523_01286078923	Àṣàkẹ́ ti lọ p’ọmi ní odò tí ó súnmọ́ Modákẹ́kẹ́.
yom_00295_01863644465	Ẹ̀rọ ìbánisọ̀rọ̀ mi ti sọnù.
yom_08784_02088649450	Hohùn dídùn ni wọ́n fi ń kí’fá.
yom_07505_00165421972	Kò sí ẹni tí kò lè dáa fún.
yom_03034_01362132030	Iṣẹ́ la fẹ́ ṣe, a kìí ṣ’ọ̀lẹ.
yom_03397_00057426270	Mo ní àǹfààní láti dé Adó Àwáyè.
yom_01208_01081503596	Sọ fún bàba ọlọ́kọ̀ kó lọ gbé àwọn èrò tó wà ní ibùsọ̀ lọ́un yẹn.
yom_09334_00759620162	Mo fẹ́ kí èmi àti àwọn ẹ̀gbọ́n mi jọ ma lọ sí ibẹ̀ nígbà kan náà.
yom_06136_01374471095	Àbíkú l’ọmọ yẹ́n jẹ́.
yom_02436_01393638712	Irú irun wo lo wá gẹ̀ s’órí báyi?
yom_07049_01731012721	Mo ti lo rí ọ̀gá mi kan lorí ọ̀rọ̀ ọ̀hún.
yom_02436_00469642151	Jẹ́ ka jẹ ègbo àti ẹ̀wà.
yom_01208_00005375433	Ṣe ìlérí fún mi pé ò ní fi mí sílẹ̀.
yom_02436_01484341679	Òkédìjí ló sọ bẹ́ẹ̀ nínú ìkan lára àwọn ìwé ẹ̀.
yom_06136_02135927693	Orí òkè náà ga gidi gan.
yom_07508_00242160806	Ta ló mọ̀ ẹ́?
yom_04310_00972272422	Ìṣe ẹni ní ń sọni dẹni gíga.
yom_00610_00293625811	Wón ní kí a wá gba ẹran ọdún.
yom_00295_00034835661	Ẹ wá ra bèbí fún mi.
yom_01208_00174769871	Àwọn pẹ́pẹ́yẹ ń wẹ̀ nínú odò.
yom_01523_00174158141	Ṣoò lè jáde kúrò nínu yàrá mi.
yom_00295_01260639509	Egbére jẹ́ ẹ̀yà iwin kan.
yom_02121_00124746688	Iléèwé náà tóbi púpọ̀, ogunlọ́gọ̀ ọmọ ni wọ́n ní.
yom_02121_01706494052	Aà jí ire bí, ẹ̀yin ọmọ Oòduà?
yom_00610_01670116872	Ta ló lágbára jù nínú iwin àti egbére.
yom_09334_01534537951	Kí la fẹ́ gbà nínú ìjà.
yom_06136_00580369772	O ṣé, mo dúpẹ́ pé ìgbàgbọ́ rẹ nínú mi ṣì múlẹ̀ ṣinṣin.
yom_06136_00657725130	Simisọ́lá lorúkọ ìyàwó Adékúnlé.
yom_08421_02063753297	Àwọn Àbẹ́gbẹ́ yóo tó dé láti Ísírẹ́lì ní ọ̀sẹ̀ méjì sí òní.
yom_01523_01660300224	Oṣù kan ààbọ̀ ni mo fi dáwó [external] láti ra ọkọ̀ bọ̀gìnì náà.
yom_08421_00023894524	Akínwùnmí fẹ́ kọ́ bí wọ́n ṣe ń ka ewì.
yom_02484_00779312525	Kí ló dé tí ojú rẹ k’ọ́rẹ́ lọ́wọ́?
yom_02484_01538339078	Mo ní èróngbà láti gbé àpótí ìdìbò lọ́jọ́ kan.
yom_02121_01252162815	Alájàpá ni iṣẹ́ tí Lọlá ń ṣe kó tó wọ iṣẹ́ Ọlọ́pàá.
yom_08421_01478345402	Òkè àjá lẹ [external] gbée sí.
yom_02121_02055597144	Ẹ gbé iléelẹ̀ yín wá fún àwọn agbálẹ̀.
yom_03034_00338793085	Ǹjẹ́ o mọ̀ pé ó ti ṣẹ́yún yẹn.
yom_02121_00985154016	Ọ̀rọ̀ tí mo gbó já mi láyà púpọ̀.
yom_03397_00197060505	Àárẹ̀ náà ti wọ inú ara rẹ̀ tán.
yom_07505_01087369798	Ní àkótán ìwúrì láti ẹnu àwọn àgbà dára púpọ̀.
yom_02121_00642777643	Olúwa, má jẹ ka pàdánù.
yom_07508_00241238816	Ẹ̀san ń bẹ fún ẹni tó bá ṣẹ̀’ka.
yom_09334_01240000515	Ààfáà ń pè’run láago márùún.
yom_07505_01283653413	Ṣé o mọ Allen Avenue?
yom_02121_00080327297	Gbogbo ara ló ń wọ́ mi.
yom_07505_01940282405	À ń ṣiṣẹ́ kí a tó rówó ni.
yom_09334_00466064750	Ṣé o lè yá mi l’ówó títí di ìparí oṣù.
yom_03034_00123246306	Sọ̀rọ̀sọ̀rọ̀ ni gbogbo wa, àbí?
yom_06136_01245332301	Àlùjó ni wọ́n ń lù lágbo Ayéfẹ́lẹ́.
yom_07508_01766470605	Kí Ọlọ́run jé kí orílẹ̀-èdè yí dára.
yom_07505_00077322538	Ògbójú ọdẹ ni wọ́n.
yom_00610_01237322476	Èékánná tí o lé sọ́wọ́ rẹwà púpò.
yom_09334_01981832140	Àfàìmọ̀ kí ọ̀rọ̀ rẹ́ má da gbogbo nǹkan rú.
yom_07508_00466262251	Ayẹyẹ náà yóò lárinrin yàtọ̀ sí ti tẹ́lẹ̀.
yom_00295_00965293189	Ọjọ́ ìbí mi ń bọ̀ lọ́nà.
yom_00295_00262443531	Iná ti tán lórí ẹ̀rọ ìbánisọ̀rọ̀ mi.
yom_02484_01241521546	Elétí kunkun ni Túndé.
yom_09334_01075378594	Ẹ̀kọ́ dára púpọ̀, òun sì jẹ́ ìkan lára oun tí a nílò láti di ẹni gíga l’áwùjọ.
yom_04310_00481083763	Afẹ́fẹ́ ń kọjálọ lẹ́sọ̀lẹ́sọ̀, gbogbo ohun ń lo létòlétò.
yom_09334_00967297963	Mi ò tiẹ̀ mọ ìlú tí ó ní òkè jù láàárín Ìsẹ́yìn àti Òǹdó.
yom_01208_01534119960	Kò ye ká máa  sọ̀rọ̀ ṣàkàṣàkà torí a ò  mọ ẹni tó lè ranni ĺọ́wọ́.
yom_03034_01222801439	Bẹ́ẹ̀ àṣejù wọ́n ti bẹ̀rẹ̀ ní ìkẹyìn.
yom_02484_00173311565	Ọyún ń yọ ní etí ẹ̀.
yom_00295_01636505434	Àwọn àgbà ló máa ń sọ pé ‘igúnnugún kìí kú léwe.’
yom_03034_00470022244	Àwọn arẹwà obìnrin pọ̀ nílùú.
yom_01208_01504531078	Ohun rere ni yóò ma jẹ ti wa.
yom_00295_01761232169	Bàbá rẹ̀ ló fi ṣìná jọ.
yom_01208_01999303623	Ọ̀kan nínú àwọn òṣìṣẹ́ ní ilé-iṣẹ́ wa fẹ́ràn omi tútù.
yom_00295_00251722977	Mo fẹ́ dá ilé iṣẹ́ atẹ̀wé ìròyìn sílẹ̀.
yom_06136_00971138091	Olú sùn fọnfọn lóru.
yom_01523_01769113672	Ọtí àmupara ni Akínbọ̀dé mu ló bá ń sọ bótobòto ní òru àná.
yom_02484_00993896185	Ọgbọ́n ló gbà tó bá ti jẹ́ ọ̀rọ̀ obìnrin.
yom_08421_01229325486	Ajíbádé fẹ́ràn obìnrin púpọ̀.
yom_06136_01484524698	Màálù mi ti kú.
yom_07505_00212637414	Kí ló dé tí wọn ò ṣu orí fún ọmọ yìí?
yom_00610_01705448296	Iṣẹ́ ṣí pọ̀ nílẹ̀ táa fẹ́ ṣe.
yom_01208_00411920037	Ògo ọmọ náà tàn kálẹ̀.
yom_08421_01269214491	Ọba Moróunfólú ò pé lóri oyè rárá, odún mẹ́ta péré ló lò.
yom_02484_00995434762	Ajò ò le dùn bí ilé.
yom_09334_01868507598	Ẹ̀sìn àtọ̀húnrìnwá ni ẹ̀sìn ìsìlámù.
yom_03034_00216218638	Àwámárììdí ni Olódùmarè.
yom_03034_01498022930	Wọ́n rò pé èmi ni mo sọ fún ẹ bẹ́ẹ̀.
yom_07049_01040320261	Láti orí dé orúnkún ni òógùn ti bòó nígbà tí a gbọ́ ohùn ìbọn tí àwọn ọ̀daràn náà yìn.
yom_01208_00033598683	Erín tóbi ju ajá lọ.
yom_06136_01554189850	Mi ò nífẹ kí n máa bẹ̀bẹ̀, ìdí nìyí tí mo fi ń gbìyànjú láti má t’asẹ̀ àgẹ̀ẹ̀rẹ̀ s’ẹ́nikẹ́ni.
yom_09334_00720552665	Àkàrà òyìnbó náà dúdú.
yom_08421_01517793806	Àlákála ni Adéníkẹ lá pẹ̀lú Ayaba Èṣítẹ̀rí.
yom_07508_02088307942	Fásúre jẹ́ ògbóǹtarìgì oníṣègùn ní agbègbè.
yom_07508_00959403919	O kú àdúrótì mi.
yom_02121_01938602530	Ṣé pé a lè dolówó dọlọ́rọ̀ látara gbíngbin igi obì.
yom_00295_00858153167	Ó ti tó lẹ̀.
yom_00295_01762325604	Ìrìn àjò láti Èkó sí Ìbàdàn tó wákàtí méjì ààbọ̀.
yom_02436_01543144546	Lọ já ewé efinrin wá.
yom_03034_00404748370	Láfún ni a jẹ.
yom_06136_01141892864	Ṣàngó gẹ́gẹ́ bí ìtàn ṣe fi yé wa ni aláàfin kẹta ní ìlú Ọ̀yọ́.
yom_04310_02076343383	Kí lẹ fẹ́ kó, ṣé kí n bá ẹ kóo.
yom_06136_01196494509	Pọ́ọ̀lù ló bá mi wá iṣẹ́ náà.
yom_07508_01781551619	Ọ̀ṣínbájò ni igbákejì àrẹ orílẹ̀-èdè Nìgíríà.
yom_04310_00425358829	Kò bìkítà bóyá ó dára tàbí kò dára.
yom_01208_00842353243	Ipin máa ń wà l’ójú ajá náà ní gbogbo ìgbà.
yom_00610_00581757758	Ọ̀kan-ò-jọ̀kan ìdí ni a lè tọ́ka sí pé ó ṣokùnfà pípẹ́ lẹ́yìn ìwé ìtàn àròsọ Yòrùbá.
yom_01523_00285220760	Aṣọ kaánà ni t’ọko t’ìyàwó wọn wọ̀ lọ sí ilé ìjọsìn l’énìí.
yom_06136_00291346566	Ijọ́ ìgbéyàwó mi, ẹ ó ríran wò.
yom_04310_00661357128	Ọkunrin ńlá ni Bàba Sọlá tó wà ní orílẹ̀-èdè Amẹ́ríkà.
yom_03397_02118425909	Ẹniọlá ni orúkọ Màma wọn.
yom_06136_00575235639	Ẹ jẹ́ ká lọ fọṣọ wa kó ba lè mọ́.
yom_07508_00331831273	Mo mọ bí mo ṣe ń ṣiṣẹ́ tí mo fi ń rówó.
yom_07049_01072765912	Àmọ̀pé ni wọ́n sọ ọmọ náà, bàbá Láfẹ́nwá ló fún-un ní orúkọ yẹn.
yom_08784_00397135975	Ìyá ti lọ sódò, bàbá ti lọ sóko.
yom_07049_00048629329	Mo ní kí Òkèjọbí pè mí lórí ẹ̀rọ ìbánisọ̀rọ̀ tó bá di ọ̀la.
yom_02121_00143985059	Láti ojú fèrèsé ni mo ti ń rí gbogbo ohun tí wọ́n ń ṣe.
yom_07505_02115488038	Ọ̀gọ̀njọ́ òru ni àwọn eléyi tún pariwo.
yom_08421_01501094045	Ta ni á kó àjọ ní [external] oṣù tó ń bọ̀.
yom_03034_00898647102	Ó kígbe l’óhùn rara.
yom_04310_01920145996	Wàyíì, ó ye ká yànàná rẹ̀ wípé bí a ṣe ń lo èdè yàtọ̀ sí ara wọn.
yom_03034_02076520520	Túndé ti lọ gẹ’run ẹ̀.
yom_07505_00913634903	Májìyàgbé, tìẹ ò ní gbé n’ílé ọkọ.
yom_08421_01134010782	Aṣọ ìbora náà kò nípọn.
yom_04310_01015966740	Alóńgẹ rẹ́rin kàkàkà.
yom_02121_01459930082	Àwọn ajá igbó wà nínú igbó kìjikìji náà.
yom_04310_00870319925	Ọ̀rọ̀ ìfẹ́, bí àdánwò ni.
yom_02121_00316330604	Mo pàdé olùdarí ilé ìwé gíga mi ní ibi ìnáwó ní ìjẹẹ̀ta.
yom_04310_01153510146	Kí ló dé ti àga yí fi dọ̀tí tó báyi?
yom_01523_01360676927	Àya rẹ̀ já nígbà tó rí ẹkùn yẹn.
yom_07505_00846535485	Wọ́n ńi ẹgbẹ́ òṣèlú alátakò ló wọlé ní ìjọba ìbílẹ̀ Kájọlà.
yom_03034_02088660657	Mo fẹ́ lọ sí etí òkun láti lọ gbafẹ́.
yom_01208_00447792945	Abúlé wọn tóbi gan.
yom_07049_00711556234	Yẹtí mẹ́ta ni wọ́n ṣẹ̀ṣẹ̀ rà fuń-un.
yom_00610_01210690763	Ìgbéraga kò dára rárá.
yom_03397_00422737555	Màá máa wá wò yìn nílé láìpẹ́.
yom_07049_02084001817	Ojútikú wà ní ilé ìwé gíga ti Ìlú Èkó.
yom_02484_01400837035	Kò sí èrò ní’ta gbangba.
yom_07508_01668590473	Babátúńdé ti sọ owó nù si’lé tẹ́tẹ́.
yom_00295_01260038205	Ẹlẹ́dẹ̀ náà bí ọmọ mẹ́fà péré.
yom_01523_01995936510	Oò sì ní ṣ’aláì bímọ.
yom_04310_01892171200	Ìmọ́tótó ṣe pàtàkì fún àti dénà ààrùn.
yom_02121_00333509503	Kẹ́ẹ tún ilé ṣe kí a tó dé.
yom_07508_01538910519	Mo fẹ́ rán ọmọ méjì ní’ṣẹ́.
yom_01208_01865287844	Jìnádù pa ejò gígùn.
yom_07049_02073638799	Mo rí pẹ́pẹ́yẹ tí ọmọ mẹ́sàn-án wà lẹ́yìn rẹ̀.
